Boađus: 1 058
						
Ovddit123Čuovvovaš
Cealkkačájeheapmi
	Administrative texts –
Sámediggi galggašii omd. atnit duođalaš 	áššin 	dan ahte feastonuohttefatnasat , main lea vuovdingeatnegasvuohta dihto riddoservodahkii , eai beroš dán lágan geatnegasvuođain ja dan bokte sáhttet uhkidit dáid báikegottiid birgenvejolašvuođa .
Evttohusat 1 ja 5 biddjoba oktii ja dát ášši biddjojuvvo bearjadaga 22.02.02 sierra 	áššin 	dán dievasčoahkkimis .
Evttohusat 1 ja 5 biddjoba oktii ja ášši meannuduvvo bearjadaga 22.02.02 sierra 	áššin 	dán dievasčoahkkimis .
Lassiášši Divttasvuona-Hellemoguovllu suodjalusplána , dohkkehuvvui ođđa 	áššin 	38 jienain 1 jiena vuostá .
Jos čoahkkinjođihangoddi gávnnaha ahte ođđa ášši heive mearridit seamma čoahkkimis , de galggašii čoahkkinjođihangoddi bidjat dan sierra 	áššin 	áššelistui , ja dieđihit ahte dan áigot eavttuhit meannudit dallánaga .
Dievasčoahkkima vuosttas beaivvi ovddida Sámediggeráđđi sierra 	áššin 	dieđáhusa ráđi doaimmaid birra dievasčoahkkimiid gaskka .
Dát lea juo 	áššin 	Barentsovttasbarggus ja Arktáralaš ráđis .
Evttohus 1 biddjo 	áššin 	bearjadaga , dohkkehuvvui 21 jienain 13 jiena vuostá
Evttohus 4 biddjo 	áššin 	bearjadaga , dohkkehuvvui 21 jienain 13 jiena vuostá
Evttohus 1 ja 4 biddjojit 	áššin 	bearjadahkii 26.11.04 vrd. Čoahkkinortnega § 4 b ) .
Bušeteren lea ráddjejuvvon jahkásaš dábálaš bušehttii , ja Sámedikki maŋit jagi dárbbut eai šat ovddiduvvo sierra 	áššin 	divasčoahkkimii , mii dan meannuda sierra .
Jos čoahkkinjođihangoddi gávnnaha ahte ođđa ášši heive mearridit seamma čoahkkimis , de galggašii čoahkkinjođihangoddi bidjat dan sierra 	áššin 	áššelistui , ja dieđihit ahte dan áigot eavttuhit meannudit dallánaga ja olggobealde almmuhuvvon áššiide biddjojuvvon áigemeriid .
Dievasčoahkkima vuosttas beaivvi ovddida Sámediggeráđđi sierra 	áššin 	dieđáhusa ráđi doaimmaid birra dievasčoahkkimiid gaskka .
Jos čoahkkinjođihangoddi gávnnaha ahte ođđa ášši heive mearridit seamma čoahkkimis , de galggašii čoahkkinjođihangoddi bidjat dan sierra 	áššin 	áššelistui , ja dieđihit ahte dan áigot eavttuhit meannudit dallánaga ja jos dárbu olggobealde almmuhuvvon áššiide biddjojuvvon áigemeriid .
Jos čoahkkinjođihangoddi gávnnaha ahte ođđa ášši heive mearridit seamma čoahkkimis , de galggašii čoahkkinjođihangoddi bidjat dan sierra 	áššin 	áššelistui , ja dieđihit ahte dan áigot eavttuhit meannudit dallánaga ja jos dárbu olggobealde almmuhuvvon áššiide biddjojuvvon áigemeriid .
Dievasčoahkkima vuosttas beaivvi ovddida Sámediggeráđđi sierra 	áššin 	dieđáhusa ráđi doaimmaid birra dievasčoahkkimiid gaskka .
Sámediggeráđđi ovddida dán dievasčoahkkimii Sámi ovddidanfoandda hálddašanguovllu viiddideami 	áššin 	.
Dađi mielde go diehtit , de ii leat bearráigeahččanlávdegotti jođiheaddji ovddidan eaŋkiláššiid dahje gažaldagaid resurssaid hárrái lávdegoddái 	áššin 	lávdegoddái .
Eavttuhus 2 meannuduvvo dán dievasčoahkkimis guovvamánu 27. b. 1998 maŋimuš 	áššin 	14/98/14 .
Eavttuhus 2 meannuduvvo dán dievasčoahkkimis guovvamánu 27. b. 1998 maŋimuš 	áššin 	14/98/14 .
Nubbi dieđáhus - Sd. dieđáhus nr. 41 ( 1996-97 ) , ovddiduvvui stáhtaráđis cuoŋománu 8. b. 1997 ja lea meannuduvvon sierra 	áššin 	Sámedikki áššis 4/98/4
Nubbi dieđáhus - Sd. dieđáhus nr. 41 ( 1996-97 ) , ovddiduvvui stáhtaráđis cuoŋománu 8. b. 1997 ja lea meannuduvvon sierra 	áššin 	Sámedikki áššis 4/98/4
Ráđi áigumuš lea ovddidit dán 	áššin 	dievasčoahkkimii skábmamánus dán jagi .
Čujuhettiin BB:a sámediggejoavkku 12.08.98 reivii Sámedikki presidentii , evttohit bidjat Sámi parlamentáralaš ráđi sierra 	áššin 	dán dievasčoahkkimis .
Jos čoahkkinjođihangoddi gávnnaha ahte ođđa ášši heive mearridit seamma čoahkkimis , de galggašii čoahkkinjođihangoddi bidjat dan sierra 	áššin 	áššelistui , ja dieđihit ahte dan áigot eavttuhit meannudit dallánaga .
Jos čoahkkinjođihangoddi gávnnaha ahte ođđa ášši heive mearridit seamma čoahkkimis , de galggašii čoahkkinjođihangoddi bidjat dan sierra 	áššin 	áššelistui , ja dieđihit ahte dan áigot eavttuhit meannudit dallánaga .
Dát jurdda čuovvu Sámeráđi jurdagiid ja heive ja dárbbašuvvo dál fuolahuvvot maiddái dan dihtii go Arktalaš Universitehtta lea áigeguovdilis 	áššin 	.
Muhto vahága ii sáhte meroštallat seammaláhkai go sávzaspeadjamiid , ja danne ii leat nu hirbmadis 	áššin 	mediaide .
Ráđi áigumuššan lea leamaš meannudit golbma ášši oktan 	áššin 	.
Mii fertet dohkkehit ahte Statsskog SF gávdno , ja de sáhttá Statsskog SF:a vuođđonjuolggaduslaš lobálašvuohta meannuduvvot sierra 	áššin 	.
Sámediggi lea ovdal mearridan ođđan 	áššin 	sámiid oahpahusdili čielggadusa earret eará Ofuohtas // Lulli-Tromssas .
Sámediggi atná dán hui guovddáš 	áššin 	boazodollui .
Sámediggi atná dán hui guovddáš 	áššin 	boazodollui .
Sámediggi atná boazodoalu eatnamiid sihkkarastima áibbas guovddáš 	áššin 	boazodoalu seailluheamis ja ovddideamis sámi ealáhussan ja ekologalaš , ekonomalaš ja kultuvrralaččat ceavzi boazodoalu mihttomeari joksamis .
Sámediggi atná boazodoalu eatnamiid sihkkarastima áibbas guovddáš 	áššin 	boazodoalu seailluheamis ja ovddideamis sámi ealáhussan ja ekologalaš , ekonomalaš ja kultuvrralaččat ceavzi boazodoalu mihttomeari joksamis .
Ášši berre biddjojuvvot áššelistui 	áššin 	50/99/50 Guolástusealáhusa dilli .
Sámediggeráđđi lea gieđahallan Hálkavári ja Iŋggášguolbana báhčinfealtta 	áššin 	R 50/99/50 .
Sámediggi lohká dán ášši viiddis ja váttis 	áššin 	, ja dáhtošii guorahallat Hálkavárre- ja Iŋggášguolbanášši Suodjalusdepartemeanttain .
Sámediggeráđis leat čuovvovaš mearkkašumit áššiid hárrái mat ovddivuvvojedje ođđa 	áššin 	Sámedikki dievasčoahkkimis dán jagi geassemánu 1.-4. b.
Eavttuhus 1 gieđahallojuvvo dán dievasčoahkkima 50/99/50 	áššin 	.
Eavttuhus 1 gieđahallojuvvo dán dievasčoahkkima 50/99/50 	áššin 	.
Fágaservviide gullevašvuohta ja politihkalaš gullevašvuohta leat maid hearkkes dieđut , muhto daid miellahttolisttuid eai dábálaččat meannut nu čiegus 	áššin 	go ovdamearkkadihte dás ovdalis namuhuvvon hearkkes dieđuid .
- Jus áššit leat almmolašvuođalága mielde graderejuvvon almmolaš 	áššin 	, de aŋkke eanas oktavuođain lea nu ahte dat leat dušše muhtun muddui almmolaččat .
Boazodoalu areáladilli ovddiduvvo sierra 	áššin 	dievasčoahkkimii .
Vaikko dásseárvu lea ságastallojuvvon hálddahuslaččat buot dásiin , de ii leat aŋkke ovddiduvvon 	áššin 	, ja eai leat vuos ásahuvvon doaibmabijut njulgen dihte dáid boasttuvuođaid .
Munk-Madsen lohká sihke dásseárvvu ja earreregulerema leat beare báhkka 	áššin 	ja danne eai leat gieđahallojuvvon .
Dan dihte lea guovddáš 	áššin 	movt Norga hálddaša iežas ovddasvástádusa daid sámiid guovdu geat árbevirolaččat leat birgejumi viežžan meara riggodagain .
Jagi 2005 rájes galget suohkaniid ja fylkkasuohkaniid guovttegielalašvuođa raporttat biddjot ovdan Giellastivrii sierra 	áššin 	.
2005:s ja 2006:s gieđahalai Giellastivra raporttaid 	áššin 	, muhto dan maŋŋá lea leamaš Sámediggeráđđi mii meannuda raporttaid áššin .
2005:s ja 2006:s gieđahalai Giellastivra raporttaid áššin , muhto dan maŋŋá lea leamaš Sámediggeráđđi mii meannuda raporttaid 	áššin 	.
Dan áiggi go giellastivra meannudii raporttaid 	áššin 	, 2004:s ja 2005:s , de sáddejuvvojedje ruovttoluottadiehtun gažaldagaid ja mearkkašumiid mat guske suohkaniid raporttaide .
Sámi servodagas váilu ollu dat mii muđui servodagas adnojuvvo iešalddis čielga 	áššin 	.
Dán konferánssas ledje guovddáš 	áššin 	dat vejolaš váikkuhusat mat ođastusas sáhttet šaddat Sámediggái ja sámi guovlluid
Deaŧalaš 	áššin 	leat leamaš Sámediggeráđi riikkaidgaskasaš áŋgiruššansuorggit , Barentsovttasbargu , Davviriikkalaš Sámekonvenšuvdna , Norgga ovdagoddi Árktalaš ráđis , dálkkádatrievdamat , EU ja ONa eamiálbmotjulggaštus .
Dán problematihka geažil gártá ge bievlavuodjima meannudeapmi váttis 	áššin 	.
Sámediggi ádde hui bures manne sámi museat leat fuolastuvvan , ja lea ovddidan museaođastusa 	áššin 	čoahkkimis Stuorradikki gielda- ja hálddašankomiteain skábmamánus .
čuovvolit riddoguolástuslávdegotti konklušuvnnaid , ja mii ovddiduvvo 	áššin 	Stuorradiggái dán stuorradiggeáigodagas .
Sámediggi lea jahkebeallásaš konsultašunčoahkkimiid oktavuođas Bargo- ja searvadahttindepartemeanttain lokten 	áššin 	daid hástalusaid maid máŋga suohkana vásihit oahpahussuorggis .
Sámediggi lea leamaš mielde njealji boraspirelávdegottis ja boraspiriid hálddašeami guovddáš ovttasbargolávdegottis , ja dasa lassin lea Sámediggi máŋgii lokten 	áššin 	daid vahágiid maid boraspiret dahket eanandollui ja boazodollui .
Sámedikki vuoruheamit dáid eanandoallošiehtadusa loahppabohtosiin galget leat guovddáš 	áššin 	.
Stivra áigu boahtte SPR-čoahkkimis golggotmánu 4. – 6. b. 2004 Honnesvagis , čalmmustit kártema ja dan seammás ovddidit čoahkkimii 	áššin 	ahte čuovvolit kártema .
Maŋŋá SPR mearrádusa lea dát ovddiduvvon 	áššin 	oktasaščoahkkimis 12.11.03 mii dollojuvvui sámedikkiid presideanttaid ja Suoma , Norgga ja Ruoŧa sámi áššiid ministtariid gaskka .
Erenoamáš váttis 	áššin 	lea leamaš eamiálbmogiid iešmearridanvuoigatvuohta , mii gieđahallo julggaštusa 3. artihkkalis .
Áiggi mielde soaitá šaddat áigeguovdilis 	áššin 	evttohit rievdadit njuolggadusaid , vai sámi mánát ožžot vuoigatvuođa fálaldagaide iežaset gillii .
S ámediggeráđđi áigu ovddidit ollislaš minerálapolitihka sierra 	áššin 	Sámediggái dán jagi miessemánus .
Maŋŋá gulaskuddama meannuduvvojit ođđa meroštallannjuolggadusat ja juolludaneavttut sierra 	áššin 	Sámedikki dievasčoahkkimis guovvamánus 2011 .
Dásseárvu lea definierejuvvon dehálaš 	áššin 	sámi servodagas .
	Aššu –
Ja dat hárve áššit maid áhkut mearridit čiegus 	áššin 	, dat eai boađe almmuhuvvot eambbo Ipmeláhččái , dat lea sihkar .
Jus sámegiela áiggošin lohkat muhtun čielga dáru guovllus , de dat šaddá fáhkka olles servodat 	áššin 	.
Gánnáhivččii go dušši dahkat nie stuora 	áššin 	...
Dál lea bahkkaseamos 	áššin 	Ecstasy tableahtat - mat lea buhtis narkotihkka .
Dát galgá baicca leat jurddašan 	áššin 	midjiide nissonolbmuide alcceseamet .
Plána lea ovdal juo leamaš 	áššin 	suohkanstivrras , ja dalle dat dohkkehedje nu movt dál lea .
Gávppašeapmi Jan Ole oaivvilda dán barggu dan muttos stuora ja dehálaš 	áššin 	ahte dat čuohcá sihke álbmogii ja boahtteáigái .
Dál balan sakka Sámedikki vajálduhttet boazosápmelaččaid , ja dat gal lea oba duođalaš go sámi vuoigatvuođat leat nu áigeguovdilis politihkalaš 	áššin 	.
Son gáibidii giellabargi virgáibidjama sierra 	áššin 	.
Ii sierra 	áššin 	Sámedikki presideanta Pekka Aikio luittii áirasiid hui guhká ságastallat sihke giellabargi áššis ja Sámedikki Helssetmátkkis , gávnnahan dihte galggašii go daid bidjat sierra áššin- ja dahkat mearrádusa daidda .
Guhkes ja oalle buori ságastallama maŋŋil šadde áirasat ovttaoaivilii das ahte ii goabbáge 	áššin 	biddjo sierra áššin , ja jorgaleaddji virgi almmuhuvvo ođđasis .
Guhkes ja oalle buori ságastallama maŋŋil šadde áirasat ovttaoaivilii das ahte ii goabbáge áššin biddjo sierra 	áššin 	, ja jorgaleaddji virgi almmuhuvvo ođđasis .
Dan dihte ii gánnát juohke ášši gáibidit 	áššin 	ollesčoahkkimis , logai Pekka Aikio .
Dat lea nu bahkka ášši ahte ii guhtege bellodat duostta dat bidjat politihkalaš 	áššin 	.
Gili ássiin leat moadde bohcco ja muhtun sávzza , ja dušše dat šattai nu stuora 	áššin 	ahte gitta Oslos fertejedje guorahallat leat go Sihčajávrri olbmot ja bohccot vahágin boazoealáhusa ceavzimii !
Ártegis vuohki - Mun atnen dien burgima nu ártegis 	áššin 	, go eai dieđit munnje ovdal , ahte sii áigot mu viesu mannat burgit .
Sámi rievttit ja vuoigatvuođat eai dáidde leat unnit 	áššin 	boahtte sámediggeáigodagas go dán radjai leat leamaš .
Jovnna muitala earret eará boazodoalu lagárievdeami , boazodoallušiehtadusa ja árvalusa ođđa orohat juohkimii ain stuora 	áššin 	NBR:as .
Mun čuovun sudno čalbmegeahčastagaid , ja go fuomášin mii lei 	áššin 	, de gal ballagohten ahte dás sáhttá siseatnan soahti šaddat .
Dás leat 	áššin 	Sámi Vuoigatvuođalávdegotti 2. oasseárvalus , luondduriggodat vuođđun sámi kultuvrii .
Dutkanprošeakta sámi árbevieruid ja rievttioiainnu birra lea maiddái 	áššin 	.
Su jápmin bázii sevdnjes 	áššin 	.
Dien ságastallama olis livččii maid leamaš buorre vejolašvuohta bidjat sága 	áššin 	joavkočoahkkimiidda , ja ovddidit dan ollesčoahkkimii juogaládje .
Hætta lohká áigeguovdilis 	áššin 	juste dál go leat geahčadeamen ođđa orohatjuohkima .
Maiddái Israel Ruong stipeanda 1998 lea 	áššin 	.
NBR riikkačoahkkin lei bidjan 	áššin 	boazodoallo stivrra alimus boazologu .
Guovdageainnu suohkanstivra áirras Nils Henriksen geahččalii suohkanstivračoahkkimis oažžut dearvvašvuođaguovddáža interpellašuvnna 	áššin 	, muhto dat ii meinestuvvan .
Nils Henriksen geahččalii oažžut dearvvašvuođaguovddáža interpellašuvnna 	áššin 	, muhto dat ii meinestuvvan .
- Geahččalin suohkanstivračoahkkimis oažžut dearvvašvuođaguovddáža interpellašuvnna 	áššin 	, muhto dat ii ábuhan , lohká suohkanstivraáirras Nils Henriksen .
Son geahččalii oažžut interpellašuvnna 	áššin 	, muhto dat ii vuhtii váldon .
- Dál go áirasat leat oaidnán makkár dát guovlu duođai lea , de livččii leamaš dehálaš oažžut dán 	áššin 	, lohká Henriksen , gii lohká iežas humadan huksenhoavddaiguin dán eatnama birra .
Oarje-Finnmárkku boazodoalloagronoma Johan Ingvald Hætta ii loga dán leat ođas 	áššin 	.
– Viimmat lean geargan 	áššin 	
Sámi ovddidanfoandda doarjjanjuolggadusat ledje 	áššin 	dan dihte go buot stáhtalaš orgánain galgá doaibmagoahtit ođđa ekonomiija njuolggadusat jagi 1998 rájes .
Čoahkkin jotkkii 	áššin 	maŋŋel bottu diibmu golmmas .
Dure Iŋggá Dure bivddii ahte Sámediggi váldá ruvkedoaimmaid viiddideami ovdan 	áššin 	.
Guovdageainnu suohkana telegráfastoalpo-prošeakta šaddá interpellašuvdna 	áššin 	boahtte suohkanstivračoahkkimis .
Muhto soaittášii sámediggái 	áššin 	ásahit ovtta friddjabeaivvi sámi álbmotbeaivái , leaikkastallá Álttá sátnejođiheaddji , Eva Nilsen .
Ođđa orohatjuohkin lea vuosttaš 	áššin 	, mii lea álggos jurddašuvvon diehtojuohkimii .
Dán jahkečoahkkimis lei fas 	áššin 	Sámi Musihkkafeastivála rehketdoallu 1997 jahkái .
Mun doaivvunge ahte 1800-logu áigge rádjegiddemiid čuovvumušain boatkanan oktavuođat fulkkiide boađášedje buorránit ja gulahallan sin gaskka šattašii lunddolaš meastta juo dadjat beaivválaš 	áššin 	.
Sii ákkastallet ávžžuhusa dainna ahte čakčamánu dievasčoahkkimis lea Sámi vuoigatvuođa lávdegotti árvalus 	áššin 	.
Namuhuvvon suohkanstivračoahkkimis lei 	áššin 	galgá go Buljo oažžut buhtadusa gillámušaid ovddas maid lea gillán ášši dihte .
Čoahkkimis lei 	áššin 	vuoigátvuođalávdegotti árvalusa gulaskuddan .
Čoahkkimis lei 	áššin 	vuoigatvuođalávdegotti árvalusa gulaskuddan .
Máret Sárá ii loga fuorragávppašeapmi leat čiegus 	áššin 	Kárášjogas nugo politihkkárat navdet .
Máret Sárá maid dasa cealká go máŋga politihkkára lohket fuorrágávppašeami čiegus 	áššin 	.
	Avvir –
Jus dat ii dohkket , de lea vejolaš váidalit , ja de šaddá politihkalaš 	áššin 	, muitala doarjjastivrra nubbinjođiheaddji .
Ráđi ovddasvástádus Ann-Mari Thomassen mielas ferte Sámediggeráđđi loktet dán 	áššin 	.
Boazodoalloealáhusa riekti nannejuvvon Bakke lohká dán leat prinsihpalaš 	áššin 	ja danin lea dát maid stuora vuoitu boazodoaloealáhussii .
Sámedikki várrepresideanta Laila Susanne Vars , gii lea maiddái Árjja jođiheaddji , ii hálit kommenteret Sara lobihis vuodjima , go son oaivvilda dán leat Sara iežas priváhta 	áššin 	.
Go mánát ja váhnemat dieđihit dahje váldet oktavuođa hárdima birra , de lea mávssolaš jođánit dohppet daid ja bidjat 	áššin 	.
– Mis lea gieldda bealis vejolaš dán ášši ovddidit Stáhta Geaidnodoaimmahahkii hohppos 	áššin 	.
Dássedis fálaldagat Nils Johan Heatta ii loga álkes 	áššin 	go ferte man nu láhkái dásset dan mii galgá leat olles sámeálbmoga fálaldat .
Vuosttášbálvá Steve Nilsen ii loga stuorra 	áššin 	, muhto lei dábálaš akšuvdna mii dahkkui Kárášjogas ikte .
// SáB sámediggeáirras Trond Are Anti ohcala “ giliskuvlla ” 	áššin 	sihke bajásšaddan- , fuolahus- ja oahpahuslávdegoddái ja dievasčoahkkimii .
Vuordá ášši lávdegoddái Anti vuordá dál ahte Sámediggeráđđi ovddida “ giliskuvlla ” 	áššin 	sihke Bajásšaddan- , fuolahus- ja oahpahuslávdegoddái ja dievasčoahkkimii .
Galle giliskuvlla vel fertejit heaittihuvvot ovdal go giliskuvllat šaddet 	áššin 	lávdegoddái ja dievasčoahkkimii ?
Dieđusge galgá 	áššin 	– Dieđusge galget giliskuvllat áššin boahtit Bajásšaddan- , fuolahus- ja oahpahuslávdegoddái ja dievasčoahkkimii , muhto in dieđe goas , dadjá sámediggepresideanta Egil Olli .
Dieđusge galgá áššin – Dieđusge galget giliskuvllat 	áššin 	boahtit Bajásšaddan- , fuolahus- ja oahpahuslávdegoddái ja dievasčoahkkimii , muhto in dieđe goas , dadjá sámediggepresideanta Egil Olli .
Juohke áidna ášši ferte geahččat sierra 	áššin 	ja dan mielde oaidnit maid bargat viidáseappot .
Liigečoahkkin 	áššin 	– Mii han doalaimet , muhto ieža vulge eret .
Ovddasvástideaddji ožžon Magga muitala ovdal leamaš nu ahte vuolleskuvlla ahkásaš mánát eai leat gullan oahpahus- ja kulturministeriija vuollái , muhto sosiála- ja dearvvašvuođa ministeriija vuollásaš 	áššin 	.
– Mis ii leat goassige leamašan 	áššin 	ahte ráđđeolbmái lea eahpeluohttámuš , ja dan vuođul sáhtánge lohkat ahte min bellodagas lea luohttámuš sutnje , ja ahte diet leat Bolanda persovnnalaš oaivilat , lohká Aspenes Ávvirii .
Dorjot sisdoalu Aspenes muitala ahte Boland interpellašuvnnas lei rievtti mielde 	áššin 	ahte áššemeannudeapmi gielddas ii dáhpáhuva njuolggadusaid ektui .
Romssa suohkanstivraáirras Gurutbellodaga ovddas , Marie Fangel , lohká iTromsø aviisii ahte digaštallan ja nággu šilttaid birra sámi báikenamaiguin maŋemus áiggiid , lea šaddan váivves 	áššin 	mii lea dagahan vuostálasvuođaid sápmelaččaid ja dážaid gaskka .
Nubbi dan guoktásis , geat dál leaba goalmmát vahkku čohkkame háldogiddagasas Jielleváris danin go galgaba leat roavvát veagalváldán guokte nissonolbmo Johkamohkis , lea váidon vel eambbo nissonolbmuid veagalváldán mat galget dáhpáhuvvon ovdal ‹ ‹ Johkamohkki-veagalváldi › › šattai politiijaid 	áššin 	.
Ovtta láhkái orro dát ášši biddjon dego vuordinlistui departemeanttas eaige oro hohpohallamin , ja dan sivas leage midjiide hui váttis muitalit mo dainna 	áššin 	manná go eat oaččo čielga vástádusaid , lohká Hætta .
– Daid beliid boahtit mii čuovvolit ráŋggáštus 	áššin 	, dadjá Wikstrøm .
Mun oainnán dán dan mađe duođalaš 	áššin 	ahte dan in sáhte luoitit , go mun in dohkket dan ákka maid Olli lea dadjan .
– Vuolláičállimat bohtet measta juohke beaivvi ja lea šaddan politihkkáriidda gevrenávnnas media bokte , go oidnet das váikkuhusaid ja ahte háliidit ráhkadit givssideami áigeguovdilis 	áššin 	, lohká son .
Lea dovddus 	áššin 	šaddan ahte Porsáŋggus lea sihke jugešvuohta ja gárrenmirkogeavaheapmi nuoraid gaskkas .
Skuvlamánáid ealáhuspermišuvnnat ledje ge 	áššin 	Guovdageainnu boazodoallonissoniid fierpmádaga jahkečoahkkimis mannan lávvordaga .
Son ii loga boazoeaiggádiid báljo moaitit sidjiide njuolga , muhto lohká diehttelas 	áššin 	ahte boazoeaiggát háliidivččii álo buot buoremus hatti .
2009 válga stuorámus ášši Ođđa jođiheaddjái gártá stuorámus 	áššin 	dat go Sámediggi lávke válgajahkái boahtte jagi .
Son čilge dán bistevaš váttisvuođa lea šaddan ná stuorra 	áššin 	orohagas go stivra ii dáhto vástidit .
Isaksen ii loga iežas diehtit gos buollin vulggii ja lohká dan politiija 	áššin 	.
– Searvegodderáđis ii leat dat leamašan 	áššin 	, muhto lean gullan olbmuid hoahkamin ahte dáppe maid galggaše álgit daiguin vilges káppaiguin konfirmánttaide .
Ovttagaska lei sáhka molsut doarjjastivrra jođiheaddji , muhto Josef Vedhugnes ii loga dan 	áššin 	miessemánu dievasčoahkkimis .
– Dát lea dehálaš ášši Guovdageainnu sátnejođiheaddji Klemet Erland Hætta lohká dán leat duođalaš 	áššin 	suohkanis ja sii fertejit juoidá dahkat oalle jođánit .
– Departemeanta sáhttá juolludit girtta 100 000 ruvnno ovdabargui ráhkadit plána mo galget bargat dainna 	áššin 	Skániin ja Evenáššis ja dat lea Várdobáikki guovddáš gii galggašii čađahit dan barggu , muitala Raimo Valle .
Hirbmat dehálaš ášši Olaf Eliassen čilge dán leat hirbmat dehálaš 	áššin 	vuotna- ja mearrasámiide boahtte áiggis .
Sii ballet ahte Ruošša eiseválddit heaittihit radio jus besset oamasteaddjin , čilge Äärela ja lohká dán nu váttis 	áššin 	, masa lea hoahppu gávdnat čovdosa .
Livččii go son dalle beare romit gárvodan , imaštallá Dalheim , ja sávvá dán leat dušši 	áššin 	, vai eambbo unohasvuođat eai čuožžil olbmuid biktasiid dihte .
– Mis leamaš dát 	áššin 	stivrračoahkkimis , ja válljiimet čálalaččat moaitit go justa Sámi álbmotbeaivái leat dákkár čoahkkima bidjan , ja atnit njulgestaga unohassan dan .
– Dát galggašii guorahallojuvvot dego okta 	áššin 	, oaivvilda Haugen , gean mielas lea imaš go Statnett ii dan jurddaš .
– Jus leat juo huksegoahtán dan , de lea mihá váddáset bissehit dán barggu jus mihkkege čuožžila , dadjá son ja lohká dán nu dehálaš ja stuora 	áššin 	ahte danin galggaše buotlágan váikkuhusat guorahallojuvvot ovdal ja son muittuha ge ahte dás lea sáhka 78 miilla guhkkosaš linjjás , iige dušše dan 36 miilla mii lea Báhccavuona ja Hámmárfeastta gaskkas .
– Mii oinniimet dán ášši dan muttus dehálažžan ja fertii dál meannuduvvot go leamaš nu guhká 	áššin 	, muitala Boazodoallostivrra nubbinjođiheaddji Berit Oskal Eira .
– Sátnejođiheaddjit geat bártidit narkotihka váttisvuođaiguin iežaset suohkanin , fertejit dadjat ahte sis lea váttisvuohta ja ferte juoga mii dahkkot dainna 	áššin 	, dadjá Heir NRK:ai .
Namuhuvvon áigodagas leat leamaš dušše smávit ja ovttaskas guohtunnákkut , mat eai leat šaddan dađi stuorát 	áššin 	, vaikko dálveorohagaid juohkin ii leat álkis ášši .
Dehálaččamus 	áššin 	sutnje leat nuoraid áššit , nuba oaidná dárbbu ásahit nuoraidlávdegotti .
Dehálaččamus 	áššin 	sutnje leat nuoraid áššit , nuba oaidná dárbbu ásahit nuoraidlávdegotti .
Gaskavuođa dáfus iežas bargiide lea DI stivra álohii doallan daid siskkáldas 	áššin 	.
Evttohii vuosttaš 	áššin 	dievasčoahkkimis ; hukset sierra Sámediggevistti .
Dán oainnán stuorámus hástalussan ja váigadeamos 	áššin 	, lohká Nystad .
– Otná sámi nuorat dávjá atnet diehttelas 	áššin 	dakkáriid maid mii ollesolbmot eat ane diehttelas áššin .
– Otná sámi nuorat dávjá atnet diehttelas áššin dakkáriid maid mii ollesolbmot eat ane diehttelas 	áššin 	.
Sutnje livččii diehttelas 	áššin 	ahte livččii sámegillii .
– Mii leat bargame 	áššin 	ja mánnodaga almmuhit maid leat mearridan , lea diehtu maid ikte oaččuimet biires .
Lea duođaid gal buorre ahte luonddugáhtten lea šaddan áigeguovdilis 	áššin 	.
Go ná guhkás manná dákkár riidu , de álgá dát šaddat duođalaš 	áššin 	.
Mii gal jáhkkit olu 	áššin 	dákkár vuogi doaibmát .
Vaikko muhtomin lea dárbu dakkár vuohkái , de dat ii doaimma buot 	áššin 	.
Dat leage mii dál ferte leat guovddaš 	áššin 	.
Stuoraservvodat dárbbaša oahpahusa sámi 	áššin 	, dan gal oaidnit beare dávjá .
Sámediggeráđđi deattuha ahte Riddoguolástuslávdegotti evttohus lea ovttajienalaš ja ahte Stuorradiggi lea bivdán Ráđđehusa farggamusat ovddidit guolástanvuoigatvuođa Stuorradiggái sierra 	áššin 	.
Sámediggeráđđi čujuha dasa ahte olles proseassas dan rájes jo go finnmárkkuláhka mearriduvvui , lea leamaš čielga eaktun Sámedikki bealis ahte Riddoguolástuslávdegotti evttohus ovddiduvvo 	áššin 	Stuorradiggái dán stuorradiggeáigodagas .
Ságat aviissa váldodoaimmaheaddji ii loga sin rihkkun makkárge buori preassaetihka , muhto oaivvilda sámediggeáirasa bealatvuođa almmolaš 	áššin 	.
Čielga Sámi Jiena sámediggeáirras dáhtui Sámedikki váldit ođđa 	áššin 	bensin- ja dieselhattiid mat dušše gorgŋot .
Disdat veaigin mearridii dasto ovttajienalaš Sámediggi ahte dát ášši gieđahallo maŋemus 	áššin 	ihttin dievasčoahkkimis ja dan bargui nammaduvvo sierra joavku mii válbme ášši Sámediggái .
Nuba ovddidii evttohusa bidjat dán sierra 	áššin 	gielddastivrii , muhto áššelisttus oidno jo dát sierra áššin .
Nuba ovddidii evttohusa bidjat dán sierra áššin gielddastivrii , muhto áššelisttus oidno jo dát sierra 	áššin 	.
Veardida ođđa 	áššin 	
Lulli-sámiid listu áirras Johan Mikkel Sara lei disdaga veardideamen ovddidit ođđa 	áššin 	Sámediggái ahte buot dát 20,1 miljovdna galgá juhkkot oahppováillagiidda .
Deháleamos 	áššin 	šattai raporta maid Sámedikki rehketdoalu dárkkisteaddji lei ráhkadan , ahte dat suođai almmolašvuhtii , nu mo ii livččii galgan .
