Mun doalan dán sártni dárogillii - dál han buohkat dihtet ahte mun máhtán sámegiela , ja mu sárdni lea sámegiela máidnun maid hálidan ahte dážat ge galget 	áddet 	. ¶
Sudno ráhkisvuohta lei aiddo dál alimus lieđis ja danin lei álki 	áddet 	su jurdagiid . ¶
- Gáttatban mu 	áddet 	diein čoahkkinhommáin ? ¶
- Don gal maid 	áddet 	dan maid earátge . ¶
Diekkár čuoččuhusat eaddudedje barggánis Gutnela , geasa lei veadjemeahttun 	áddet 	ahte dat mii heivii sutnje ii vealttakeahttá heiven earáide . ¶
Skovlágirjjit mu čádjihe 	áddet 	1 dáččais han eai lean goassege dakkár spiehkkalaš imašlas vierut , ja dácca ii leat dugo sápmi ; dat sániid ii vuhtton go dáččaid birra logaimmet girjjiid . ¶
Moai áigo dal aitto rohttestit moadde čiekŋalis álgobáliid , dánne ráfin , skivže luohču duohken , dat lea linjagan skiedjá — Finnmárk-Áne ládjii skajá [ lea ássan dáppe evákku rájis iige vel miin sámegiela máhkko « 	áddet 	» , dat ii leat mat « čielga » , Rávdná láve skuohčut ] . ¶
Viervván gonne eai bargit viša 	áddet 	sámegiela eaige beros , doppe lea ahkit sámiide . ¶
Ii livčče 	áddet 	. ¶
Ii nie 	áddet 	1 mus mat ii leat maidige dahkat . ¶
Mon galgen 	áddet 	son diehtá mon lean , dien guvlui han leš . ¶
Ii oktage sáhte 	áddet 	makkár moraš mus lea . ¶
Sipirjá viesuin olbmot hállet sin iežaset giela nu ahte ii oktage vieris sáhte sin 	áddet 	. ¶
Seamma beaivve go son jámii ja su rumaš veašiduvvui Keskitaipale bartii ja olbmot hálle ilmmiid álmmiid ja hui uhccán ieš dan áššis , de huksejin vuođu man bokte maŋŋelis sáhtten čielgaseappot 	áddet 	mii lei dáhpáhuvvan ja basten rohttet iežan bođuid daid láhkiid siste , mat leat čatnamin eatni ja máná . ¶
Nugo mánná , guhte rávásmanagis hilgu vánhemiiddis ja rohtte iežas sudnos bođuid ja oahppá easkka dalle 	áddet 	ja ráhkistit sudno , sáhtán munge ráhkistit dán eatnama ja dáid olbmuid dušše nu , ahte nuppástuvan dađistaga . ¶
Dan lei leamaš nu váttis 	áddet 	. ¶
Mo dan galggai 	áddet 	? ¶
Dan son ii sáhttán 	áddet 	ja dieđihii dan čielgasit buohkaide , geat ledje gáttis . ¶
Galhan don dan 	áddet 	! ¶
» « Gal don gulat ja 	áddet 	, amma ? ¶
	Law texts – ¶
Juos oktage , gii ovddasta Finnmárkkuopmodaga olggosguvlui dán mearrádusa mielde , lea mannan guhkkelii go su váldi juoksu , de háldogeavaheapmi ii čana Finnmárkkuopmodaga , go Finnmárkkuopmodat duođašta ahte mieldešiehtadalli áddii dahje livččii galgan 	áddet 	, ahte lea mannan guhkkelii go váldi juoksu ja ahte livččii riidán rehálašvuođa dahkat háldogeavaheami gustojeaddjin . ¶
gan 	áddet 	, ahte lea mannan guhkkelii go váldi juoksu¶
Dearvvašvuođabargiidlága § 40 vuosttas lađđasa nuppi dadjosa mielde galgá leat álki eará gelbbolaš dearvvašvuođabargiide 	áddet 	journála . ¶
Journálas leat almmatge eanet doaimmat , earret eará dat galgá leat diehtogáldun divššohassii 	áddet 	iežas dearvvašvuođadili ja daid iskkademiid ja dan divššu , maid son oažžu . ¶
Sámegiela hálddašanguovllus ( gč. § 7 vuosttas lađđasa mearkkašumiid ) lea báikkálaš ja guovlulaš almmolaš dearvvašvuođaásahusain lunddolaš fállat dulkka dahje journála osohahkii jorgaleami geahččanlobi doaimmahettiin go divššohas ii hálddaš dárogiela dohkálaččat 	áddet 	journála . ¶
Dearvvašvuođabargiidlága § 40 vuosttas lađđasa nuppi dadjosa mielde galgá leat álki eará gelbbolaš dearvvašvuođabargiide 	áddet 	journála . ¶
Journálas leat almmatge eanet doaimmat , earret eará dat galgá leat diehtogáldun divššohassii 	áddet 	iežas dearvvašvuođadili ja daid iskkademiid ja dan divššu , maid son oažžu . ¶
Sámegiela hálddašanguovllus ( gč. § 7 vuosttas lađđasa mearkkašumiid ) lea báikkálaš ja guovlulaš almmolaš dearvvašvuođaásahusain lunddolaš fállat dulkka dahje journála osohahkii jorgaleami geahččanlobi doaimmahettiin go divššohas ii hálddaš dárogiela dohkálaččat 	áddet 	journála . ¶
Oaidninsaji mielde , mas mii geahččat guokte riektekultuvrra , main sámi kultuvra lea hui fámuheapmi Norgga riektekultuvrra ektui , sáhttá daid cealkámušaid 	áddet 	dušše dan láhkai , ahte diđolaččat válljejuvvo Norgga eiseválddiid oaidnu das , mii adnojuvvo gustojeaddji riektin . ¶
Lea váttis 	áddet 	earáláhkai , go ahte maiddái duopmostuollu rahčá čađat dáinna váttisvuođain . ¶
Sáhttá kánske atnit ï ¾ § 110 a riektegeavaheaddji direktiivan dan , ahte dálá riektedilálašvuođa galgá 	áddet 	dan láhkai , ahte dat vástida ï ¾ § 110 a vuođđooainnu . ¶
64 Dan ii galgga eavttuheamit 	áddet 	nu , ahte duopmosehtui dahje viidásut áddejumi mielde juristaámmáha metodaohppii livčče mihtilmasat bajábealde namuhuvvon ravddamuš oainnut . ¶
gálggain 	áddet 	duođalaš fápmohálddašeddjiid jurddašanvuogi iešguđege áiggis¶
Álbmotriektejoavkku árvalusa vuođđu lea dan duogážis , ahte álgoálbmotkonvenšuvnna art. 12 vuosttas čuoggá galgá 	áddet 	nu ahte dat geatnegahttá stáhtaid dohkkehit , ahte álgoálbmogat galget sáhttit mannat áššečuoččáldahttimii našunála duopmostuoluin geahččalahttin dihte , leatgo vuoigatvuođat , mat sis leat konvenšuvnna mielde , rihkkojuvvon.30 Geas livččii gelbbolašvuohta dákkár áššečuoččáldahttimii , ferte čoavdit rievttálaš beroštusaid dábálaš prinsihpaid vuođul , geahča álgoálbmotkonvenšuvnna art. 12 vuosttaš čuoggá , vrd. nággolága ï ¾ § 54. 8 . ¶
Konvenšuvnna sáhttá maiddái 	áddet 	dan láhkai , ahte dat gáibida ja addá álgoálbmogiidda vejolašvuođa iskkadit áššečuoččáldahttimiid našunála duopmostuoluin , devdetgo vuoigatvuođat , mat sis leat , našunála rievtti vuođul gáibádusaid , maid álgoálbmotkonvenšuvdna bidjá . ¶
Miehtangealbu sáhttá áibbas dahje muhtun muddui eret gahččat , jus divššohas sivas fysihkalaš dahje fysihkalaš vigiid , seniila dementiija dahje psykihkalaš doaibmahehttejumi geažil čielgasit ii nagot 	áddet 	maid miehtan sisdoallá . ¶
Dat , guhte lea deavdán 16 jagi , ii sáhte miehtat jus son čielgasit lea dakkár dilis ahte ii sáhte 	áddet 	, mainna eaktodáhtolaš mielladearvvašvuođasdikšuma vuođuštit . ¶
Divššohasaid sáhttá dálkkodit dálkasiiguin sin dan dieđekeahttá , omd. lasihit dálkasa borramuššii dahje juhkamuššii , dušše go sii leat nu sakka lotnon , ahte sis eai leat návccat 	áddet 	dilálašvuođaid , mat čatnasit dálkasiid geavaheapmái . ¶
ferte Jebens 	áddet 	dan láhkai ahte sámeálbmoga vuoigatvuođaid gažaldat galgá leat guovddáš fáddá Sámi vuoigatvuođalávdegotti barggus . ¶
Liikká ii sáhte Jebens:a mielas dulkot dán dan láhkai ahte ovddeš riektedilálašvuođa prinsihpaid galgá diktit orrut , gokko dat govttolaččat sáhttet lea dárbbašlažžan 	áddet 	riekteovdáneami ja/dahje/ja mearridit dálá gustojeaddji rievtti . ¶
Mii 	áddet 	Riektejoavkku mandáhta nu ahte galgá leat joavkku ja Sami vuoigatvuođalávdegotti gaskasaš bargojuohkin . ¶
Dalle ferte dulkot lága daid dulkonprinsihpaid mielde maid Alimusrievtti geavadis sáhttá 	áddet 	- ja bohtosiid masa de olle , namuhuvvo gustojeaddji riektin . ¶
Mii bidjat vuođđun ahte dábálaš prinsihpaid maid Alimusrievtti geavadis sáhttá 	áddet 	, maiddái sáhttá geavahit Finnmárkku eaiggáduššanvuoigatvuođa ja vuoigatvuođadiliid gažaldagaide . ¶
Sáhttá maid leat nu ahte ovtta lága ovdabarggut sáhttet leat veahkkin dasa mo eará lága galgá 	áddet 	. ¶
dološ áiggi rájes geavaheami ja cieggan vuoigatvuođadilálašvuođat okta ja seamma riekteásahus , muhto mii 	áddet 	dan vuosttažettiin terminologalaš gažaldahkan , maid ii dárbbaš dárkilat čilget dán oktavuođas . ¶
Muhto lea nana árttat maid 	áddet 	ahte maiddái eará sápmelaččaid geavaheapmi , mii lea guhkit áiggi doaimmahuvvon , sáhttá dagahan vuoigatvuođaid dološ áiggi rájes geavaheami vuođul , juogo sápmelaččaide čearddalaš joavkun dahje dihto sámejoavkkuide . ¶
, mas stáhta vuostebealit čuoččuhedje ahte lei historjjálaččat boastut 	áddet 	stáhta eaiggádin . ¶
stáhta eaiggáduššanvuoigatvuođa vuđđosin , berre deastta atnit sámiid dili gielalaš ja čearddalaš unnitlogujoavkun , dainna váilevaš vejolašvuođain 	áddet 	dán suorggi norgga juridihkalaš terminologia , maid dát dilit livčče dagahan . ¶
doahpaga ferte 	áddet 	nu ahte dat maid siskkilda ávnnaslaš kultureavttuid . ¶
Dán cealkaga ferte Smith:a áddejumi mielde 	áddet 	váidudeaddjin¶
Nugo mii 	áddet 	, lea váldoárta dasa ahte álbmotriekteservodagas leat maŋit áiggi dovddastan unnitálbmogiid dárbbašit almmolaš doarjaga seailluhit kultuvrras , ja dat dađis lea báhkkoduvvon stáhtaid nuppástuvvi guottuin . ¶
Nugo mii 	áddet 	, lea váldoárta dasa ahte álbmotriekteservodagas leat maŋit áiggi dovddastan unnitálbmogiid dárbbašit almmolaš doarjaga seailluhit kultuvrras , juoga mii lea báhkkoduvvon stáhtaid nuppástuvvi guottuin . ¶
Mii 	áddet 	prinsihppagažaldahkan suodjalago 27. art. ( erenoamážit ) dušše meassamiid ektui , vai gáibidago mearrádus maid stáhtain árjjalaš doaimmaid . ¶
doahpaga ( s. 274 čuo. ) sáhttá leat veaháš váttis 	áddet 	. ¶
Mii 	áddet 	nu ahte berre earuhit gaskal 27. art. doahpaga mearkkašumi ja man viiddis cakkiid mearrádus dagaha . ¶
Dáid duohta deasttain , ádde doahpaga ii berre mearrádusas gáržžet 	áddet 	, muhto maiddái nu ahte dasa gullet unnitlogu duohta vejolašvuođat dikšut kultuvrras . ¶
Nugo 	áddet 	, ferte dalle prinsihpalaččat mannat gitta ovttaskas olbmo dássái go galgá iskat mo meassamat čuhcet vejolašvuođaide unnitlogu kultuvrra doaimmahit . ¶
Eat sáhte oaidnit ahte 14. art. nr. 1 goalmmát čuoggá dárbbaša dán láhkai 	áddet 	. ¶
Dán mearrádusa ferte datte 	áddet 	nu ahte dás čujuhuvvo riggodagaide eatnamiin main eamiálbmogat galget oažžut nannosamos vuoigatvuođa , buo. 14. art. nr. 1 máinnašeami 2.4.5.4.2. oasis . ¶
Sáhttá namuhit ahte Jens Edvin Andreassen artihkalistis girjjis ( s. 93 ) navdá leat govttolažžan 	áddet 	soahpamuša 12. art. nu ahte gohčču juohke miellahttostáhta dohkkehit áššečuoččaldahttima¶
Sáhttá maid dasa lassin dadjat ahte lea historjjálaš vuođus 	áddet 	Sámekodisilla oppalaččabut prinsihpaid váikkuhussan dán guovtti riikka sámiide . ¶
Ná sáhttáge 	áddet 	kodisilla dološ áiggi rájes geavaheami prinsihpa váikkuhussan , go dat maid báhkkoda dán prinsihpa geavahit vuđđosin vuoigatvuođaide sámiide háldet dihto luondduriggodagaid . ¶
Dát ii cakka geatnegasvuođa 27. artihkkala mielde , dainna sisdoaluin maid norgga stáhtaásahusat leat báhkkodan , ain fertet 	áddet 	ollislaččat álbmotrievttálaš geatnegasvuohtan sámiide álbmogin . ¶
Go 1966 ON-soahpamuša 27. artihkkala galgá 	áddet 	unnitloguid kultuvrra oppalaš suodjaleapmin , sáhttá jearrat fertego dán 27. artihkkala dulkon guoskat miehtá máilmmi , namalassii gustot buot unnitloguide geaidda mearrádus guoská . ¶
doaba ferte 	áddet 	ahte dat maiddái siskkilda kultuvrra ávnnaslaš evttuid . ¶
» doaba ferte 	áddet 	ahte dat maiddái siskkilda kultuvrra ávnnaslaš evttuid . ¶
Min áddejumi mielde fertešii 	áddet 	nu ahte § 110 a ii iešalddes váikkut dán láhkai ; eai ráhkaduvvo dákkár vuoigatvuođat dán vuođđoláhkamearrádusa olis . ¶
Ášši duohtavuođas in oza doarjaga nu olu dan Finnmárkku sierralágan Mearrádusaid Dulkomis , go mo dal daid galggaš dien garra Dulkomis 	áddet 	, de lea gal nugo Sundi čuoččuha , árvideames , ahte Vierru sáhttá leat danin vai Láigodálolaččat maiddái Finnmárkkus vuoigaduvvojit murret Dálloatnui , geahča Geassemánu 3. b. 1775 Geaskku § 5 in Fine . ¶
, fertii 	áddet 	diehtun ássansaji eaiggádii ahte son § 4 olis sáhtii oažžut ( veaháš ) boaldámuša stáhta vuovddis . ¶
čuovvu das maid lean cealkán , ahte anán vuovdedoaimmahaga virgeolbmuid doarvái čeahppin 	áddet 	ja mearridit dán hárrái . ¶
Lea nappo muhtun eahpečielggasvuođat mo 	áddet 	§ 4 go jerro makkár guovlluid siskkobealde giliolbmuide sáhttá čujuhit muoraid , ja mii galgá adnot gillin mearrádusa áddejumis . ¶
Mearrádusa ferte ovdabargguid maŋŋil 	áddet 	dakkárin ahte muorravuoigatvuohta gullá daidda giliolbmuide geain lea sierra bearatgoddi ja ruovttudoallu , ja ahte sis álgovuorus lea seamma vuoigatvuohta oažžut sin boaldenmuoraid dálloatnui . ¶
Gažaldat lea , leago dát eatnamat historjjálaččat sierralágan almennehat ( masa gullet erenoamáš vuoigatvuođat iešguđet gili ássiide ) , dahje galgágo eatnamiid prinsihpalaččat 	áddet 	gustohuvvon¶
Jus geahččá dainna oktavuođas mii muđui ovdanboahtá girjjis , illá sáhttá dán 	áddet 	earaláhkaigo ahte dárbbašlaš guohtun dohkkehuvvoge dollui mii lea čuldojuvvon maŋŋilgo 1965-láhka lea boahtán fápmui . ¶
Dáid dilálašvuođain - ja guohtuma dárkomis dárbbašlaš dárbun guoski eanadoaluide - lea lunddolaš 	áddet 	eanagirjjiid namuhuvvon klausulaid geatnegahtekeahtes¶
Dán klausula sáhttá namalassii 	áddet 	ja lea juo belohahkii áddejuvvon nu , ahte dat vuoigatvuođavuođđuda Vuoigatvuođa eiseválddiide čujuhit Earáide go Eaiggádii Viessosajiid Návsttuide , Guollevuorkkáide jna. priváhta Eatnamis . ¶
Dát čuvvot ovddeš vieruiduvvan vuoigatvuođas , ja sáhttá danin 	áddet 	gullat olggobeallai beroštusgotti muhttit ráđđejumi . ¶
njuolggadusain , vuoigatvuođas váldit dárbbašlaš muorraávdnasiid biliduvvon vuojána divodit , lea muhtun muddui digaštallon galgágo muorjevuoigatvuođa 	áddet 	duohta vuoigatvuohtan vai ii . ¶
Dán duogážin gávnnaha Riektejoavku ávkkálažžan ainjuo álggos 	áddet 	álbmoga murjenlobi jna. vuoigatvuohtan , várra de sierralágan ja mearkkašumi dáfus erenoamáš vuoigatvuohtan , ja ráddjejuvvon riektesuodjalusain . ¶
vuoigatvuohta , muhto dáid ferte čielgasit 	áddet 	su danin rávvagiin ja moaitagiin ahte njuolggadus ii leat heivehuvvon ođđa áiggi ovdáneapmái . ¶
Eanaeaiggáda beale iskan caggat čoaggima ferte danin 	áddet 	lobiheapmin . ¶
Dás celkui : Mearrideaddjin lea nu maid galgá 	áddet 	¶
Maid galgá 	áddet 	¶
Murjjiid ii berre muđui 	áddet 	menddo gáržžit ja siskkildit omd. várra beatnatruvssomurjjiidge . ¶
Vuosttasjienasteaddji ( Stabel ) deattuhii bealestis ahte lea hui eahpečielggas maid galgá 	áddet 	, ja ahte lága ovdabarggut dušše láivvit dan ákkastit . ¶
	áddet 	dán nu ahte juohkehaš dagai ráŋggášvuloš dagu go lubmii Finnmárkkus , livččii čielgasit leat vuostá riekteáddejumi ja čájeha ahte dákkár dulkon ferte leat boastut . ¶
Dili várra ferte 	áddet 	nie go Ámtamánni čuoččuhii , ahte Ássiid Lavdnjejekkiid atnu dušše gierddai Almmolašvuođa¶
Siviilaáittardeaddji cealkámušas dán birra , ferte DSS:a 	áddet 	nu ahte ii sáhte dulkot dan earaláhkai . ¶
Go omd. eanaeaiggát eanabihttáčuoldá guovllu , eai joavdda ovttaskas olbmot dahje álbmot gosage buhtadangáibádusain ( omd. gielda dahje ovttastupmi dahje searvi mat galget áimmahuššat álbmoga beroštumiid ) buohkaidvuoigatvuođa massima ovddas , jus eanabihttáčuoldima ii sáhte 	áddet 	duohtademiin dasa mii dološ áiggi rájes geavaheami bokte lea ožžon sierravuoigatvuođa mihtilmasvuohta . ¶
Nugo sáhttit 	áddet 	, galgá duohta eaiggáduššandilálašvuohta ja iige mearka leat mearrideaddjin . ¶
Nugo Riektejoavku sáhttá 	áddet 	, ferte Alimusrievtti ( ja lágamánnerievtti ) oainnu mielde miessemánu 12. b. 1933 ja geassemánu 9. b. 1978 lágaid čuovvut ahte eai orohagainge mat leat dáid olis ásahuvvon , čuovo guohtonráját automáhtalaččat orohatrájá . ¶
Go Røssoga-duomus buhtaduvvui lassibargu gaskaboddosaš ealáhatmassimis , buhtaduvvui dás , nugo sáhttit 	áddet 	, guohtuma massin . ¶
Soaitá leat veahá váttis 	áddet 	dán cealkámuša mearkkašumi . ¶
Dan ferte 	áddet 	čujuhussan gáibádussii ahte ferte leat rihkkojuvvon . ¶
Lávdegoddi fuomáša ahte lea árvvoštangažaldat maid galgá 	áddet 	¶
Dan ektui go Sámekommišuvdna báhkkoda dat njuolga , nugo 	áddet 	, ahte anus leat ásahuvvon vuoigatvuođat . ¶
Cealkámuša sáhttá nappo ee. 	áddet 	ahte jus boazodoalus ovdal ledje viidát vuoigatvuođat , áinnas ovddeš anu vuođul , leat dat dál fámuhuhttojuvvon . ¶
Nugo 	áddet 	, hállá datte departemeantta dás aitosaččat dušše vuoigatvuođa sisdoalus , makkár vuoigatvuođat boazosápmelaččain leat ja berreivčče leat . ¶
Nugo sáhttit 	áddet 	, báhkkoda dás Alimusriekti ahte boazosápmelaččat ( guhká ) ovdal Sámekodisilla ledje ásahan¶
Nugo Riektejoavku sáhttá 	áddet 	, ii sisdoallan 1933-láhka dákkár gáibádusa guohtonguovllus eanet bistevaš ásadeapmái , muhto dušše johtimiidda ja orostaddamiidda jođedettiin , geahča dan § 29 . ¶
Boađus ii datte sáhte váikkuhit dasa maid dál 	áddet 	gustojeaddji riektin . ¶
Go galgá árvvoštallat fertego giliid meahcceriggodagaid háldduid 	áddet 	eaiggátháldun ja danin maid vuđđosin gáibidit eanaeaiggáduššanvuoigatvuođa , fertejit eambo dagaldagat vihkkedallot vuostálaga . ¶
	Áddet 	dan gonagaslaš vuoigatvuođa sierra ráddjema báhkkodeapmin ii várra lean jurdagisge - ja gulašii várra ođđasat áigái . ¶
Galgágo stáhta háldduid Finnmárkku eatnamiin 	áddet 	almmolaš hálddašeapmin vai eaiggátgáibádusaid báhkkodeapmin leat duopmostuolut guoskkahan , muhto Alimusriekti ii leat mearridan das maidege . ¶
Dán oktavuođas namuha Tønnesen ( s. 42 ) ahte 1500 logus ledje finnmárkolaččat jábálaččat nu ahte go Gonagas ii gáibidan divadiid geavahit vuođđovaljiid , sáhttá dán 	áddet 	¶
Dán cealkámuša , dadjá Alimusriekti , ferte 	áddet 	stáhta beale dovddaheapmin ahte dat eaiggádušai konsešuvdnasaji eatnamiid . ¶
Stáhta hálddut eanavuovdimis viessosajiide ja ođđadoallohuksemiidda sáhttá váddásit 	áddet 	eará go eaiggátháldduid . ¶
Dađe bahábut ii leat Riektejoavkku eanetlohku dárkilat guorahallan dáid ávdnasiid , vaikko dát leat ávdnasat mat ovddastit álgogáldduid mo 	áddet 	dalá dilálašvuođaid sihke dálá Sis-Finnmárkkus ja dalá ruoŧa // suoma Lapplándii guoski guovlluin . ¶
Ii oru danin lunddolaš dan 	áddet 	nu ahte lei ságas olles dahje belohahkes gonagasa eaiggáduššanvuoigatvuođas , muhto baicce spiehkastat čuožžovaš eaiggátdilis , dahje gonagasa duohtadeapmi sámi čuožžovaš vuoigatvuođas . ¶
Orru dalle riektasamos 	áddet 	ruvnnu háldduidge mat ledje vuođđun 1673 ja 1695 sámeguovlluplakáhtaide vuosttažettiin nu ahte dat vulggii Ruvnnu almmolaš allavuođarievttis Lapplándda viiddis ávdinmehciide . ¶
Finnmárkoduoddara sápmelaččaide lei lunddolaččamus 	áddet 	viessosajiid dahje eatnamiid čujuheami smávvadáluide ja sullasaš háldduid nu ahte lei eanet ságas stáhta oktasaš fápmoollisvuođas¶
Ássiin eai leat leamaš fas govttolaš vejolašvuođat oažžut eiseválddiid sin 	áddet 	. ¶
Lunddolaš áddejupmi dás , go ovdalaš šiehtadallamiid dáfus , lea ahte dán guovtti doahpaga galgá 	áddet 	ja atnit oktanaga : Eamiálbmogii galgá gáibiduvvot sihke eaiggáduššanvuoigatvuohta guovlluide mat dássážii leat leamaš álbmoga hálddus ( ) ja olles hálduge . ¶
14. art. teavstta ii sáhte 	áddet 	nu ahte hehtte vuoigatvuođaid , mat leat mearrádusas láhkavuođđuduvvon , čatnamis dihto álbmotjoavkkuide , omd. máŋgga báikkálaš searvevuođaide . ¶
Seammaláhkai ferte 	áddet 	almennet doahpaga mearkkašumi go Alimusriekti duomustis Rt. 1914 s. 509 Álttá vuovdeáššis celkkii ahte stáhta vuovddit Finnmárkkus eai leat stáhtaalmennehat¶
Dán ferte 	áddet 	nu ahte Rynning oaivvildii ahte Finnmárkkus ii gusto almennetprinsihppa láhkagirjji 3-12-1:s iige dološ áiggi rájes geavaheami prinsihpa vuoigatvuođaháhkama vuđđosin gusto¶
Dán ferte 	áddet 	nu ahte láhkaaddi eaktu lea ahte vuoigatvuohta ii siskkil lastamuorraávdnasiid eará ulbmiliidda , omd. viessohuksemii , áideávdnasiidda , hášestávrráide , bivdosiidda dahje luossabivdobuođuide . ¶
Sáhttá nappo 	áddet 	nu ahte riikkastivrra ja báikkálaš ámmátdoaimmahaga áddejupmi fálddi ja sunddi Niels Knag ámmátáiggi 1685 - 1695 rájes lei ahte Finnmárkku eatnamat eai lean juhkkojuvvon sierra priváhtaeatnamiidda , muhto divadiid haga ledje eatnamat oktasaš anus sidjiide geat gulle¶
Dát gusto maiddái go galgá iskat 	áddet 	mo Finnmárku šattai¶
Muhto dása gullá maid 	áddet 	mo dovdui badjelgeahčči¶
Dás sáhttá 	áddet 	suostan stáhta beales go eanadoalu guohtonvuoigatvuohta ii leat mearriduvvon lágaid bokte ( buo. Prestbakmo čuo. 6.5 ) . ¶
Ii leat várra eahpegovttolaš ahte báikegoddi belohahkii sáhttá 	áddet 	dálá bissu čálalaš mearriduvvon njuolggadusaid eahpegovttolažžan sin ektui ja iige guhkit áigái doarvái dihto boaittobeale ássama doalahit . ¶
Dán cealkámuša berre várra 	áddet 	nu ahte boazosápmelaččat Solem mielde ainjuo oaivvildedje leat vuosttasvuoruhuvvon¶
Eatnamiid ja čáziid háldema galgá dán oktavuođas 	áddet 	háldema dan mearkkašumis mo eatnamiid ja luondduriggodagaid ávkkástalašii . ¶
Muhto dál lea doarvái namuhuvvon 	áddet 	manne Finnmárkku fertii hálddašit earaláhkai go eará Norgga osiid . ¶
Báhkkodeami sáhttá álkit boasttut 	áddet 	iežaslaš gonagasstivran . ¶
Sutnje gii ii goassige leat vásihan iežas duogáža ja giela stáhtaborgárlašvuođas váilin , lea veadjemeahttun 	áddet 	eahpegutni maid sámi ja kveana stáhtaborgárat sáhttet leat vásihan go guhká leat vuortnohallan oktiisuddadeapmái ja luobahit olles identitehtaset . ¶
Ja sáhttit 	áddet 	kultuvrralaš massima mii lei virggálaš dáruiduhttinpolitihka boađus . ¶
Geavadis lea jerron galgágo eanavuovdinlága § 2 	áddet 	ná , vai leatgo eanavuovdinorgánat geatnegasat luobahit eatnamiid jus ii oktage § 2 namuhuvvon spiehkastagain guoskkahuvvo . ¶
Go lávdegoddi mii ráhkkanahtii 1965 eanavuovdinlága , ii lean oaivvildan nuppástuhttit gustojeaddji rievtti dán čuoggás , sáhttá 1902-lága áddejupmi oažžut mearkkašumi mo dálá gustojeaddji eanavuovdinlága galgá 	áddet 	. ¶
Nugo lávdegotti ealkámušat geardduhuvvujit , ferte 	áddet 	departemeantta oaivvildit guorrasit dása . ¶
Mearrádusa sáhttá 	áddet 	nu ahte dat lohká daid háviid goas luobaheapmi erenoamážit ( ) livččii lean vuostá guovllu anu , nu ahte ii mearkkašan ahte ii galgan sáhttit eará dilálašvuođaidge dárkot . ¶
Dán ferte dalle 	áddet 	vuovdingildosin dán lága¶
Muhto Tønnesen:a sitáhta sáhttá maiddái 	áddet 	čujuhussan ahte eanavuovdinorgánat dan háve sáhttet mearridit fertejitgo boazodoalu dárbbut láiddomiidda čáhkket saji eará dehálaš deasttaide , nugo huksemiidda ja eanadollui . ¶
Orru govttolaš 	áddet 	eanavuovdinlága § 2 nuppi lađđasa b ) bustáva dán doabageavahemi mielde nu ahte luobahangielddus dušše gusto johtolagaide gaskal rittu ja siseatnama . ¶
ferte 	áddet 	eanavuovdineiseválddiid ávžžuhussan arvvoštallat áimmohuššojitgo namuhuvvon beroštumit albmaláhkai jus eatnamiid vuovdá dahje lihttoláigoha , ja dodjojuvvo eanavuovdinorgánaide mearridit galgágo biehttalit vuovdima . ¶
Lága § 22 njealját lađđasa sáhttá de 	áddet 	nu ahte dušše sis geat ásset fásta Finnmárkkus lea vuoigatvuođa luđolaččat čázádagain bivdit vihtanbivdosiiguin . ¶
Guollehálddašeami stáhtaeatnamiin láhkaásahus , maid Birasgáhttendepartemeanta lea dohkkehan , ferte 	áddet 	nu ahte Finnmárkkus lea eanavuovdinkantuvrras barggut mat Statskog guovddášhálddahusas leat guollehálddašeamis stáhtaeatnamiin muđui . ¶
Mo stuorradiggemeannudangáibádusa galgá 	áddet 	, lea meannuduvvon vulobealde 4.14.3.1. cuoggás . ¶
Luonddubirrasa doahpaga galgá 	áddet 	viidásamos mearkkašumis , ja siskkilda sihke luonddu eatnamiiguin , šattuin ja elliin ja eará birasárvvuid numo buhtes áimmu , buhtes čázi , eanadaga , jaskatvuođa ja ráfi . ¶
Dán oktavuođas addui golggotmánu 7. b. 1992 T-5/92/T-5 johtučálus , mii addá dárkilat njuolggadusaid mo 	áddet 	lága ja láhkaásahusaid mearrádusaid . ¶
Miehtangealbu sáhttá áibbas dahje muhtun muddui eret gahččat , jus divššohas sivas fysihkalaš dahje fysihkalaš vigiid , seniila dementiija dahje psykihkalaš doaibmahehttejumi geažil čielgasit ii nagot 	áddet 	maid miehtan sisdoallá . ¶
	Min Aigi – ¶
Sámedemokráhtaid Hartvik Hansen čuolai garrasit juoŋasteami bealis ja son geavahii dán digaštallamis dárogiela mii ii leat dábálaš sutnje , amas oktage beassat boasttut 	áddet 	su oaiviliid . ¶
DGSS čállá maid reivvestis ahte ii galgga 	áddet 	nu , ahte sii vuostálasttašedje eará gilážiid seammalágan dárbbuid . ¶
Mo dákkár duvdosiid galgá 	áddet 	? ¶
Dan maid Dahl rievtti mielde lea dahkamin , sáhttágo dan duođaid 	áddet 	almmáštaddamiin ? ¶
Loahpas ságastallá Nils Hernik Måsø « mo oažžut olbmuid 	áddet 	» . ¶
Čilgehus dasa lea seammá oktageardán go dat lea banála ; Ivnniid ferte 	áddet 	, ovdalgo daidda sáhttá liikot . ¶
Issoras lea smiehttat , ahte buohcci dahje doavttir sáhttá áibbas boastut 	áddet 	. ¶
Sii geat lohket 1998-jorgalusa galget 	áddet 	dan seamma go dat mii čállojuvvui . ¶
• • Midjiide , geat eat leat leamaš dien čoahkkimis dahje geat eat leat nu oahppásat Ruoŧa beale sámi servodahkii , lea váttis 	áddet 	riidduid . ¶
